,event,code,prizepool,date,location,nteams
519,alienware-liga-pro-gamers-club-jul-18,3890,"$1,350",Jul 23rd,South America (Online),8
520,eleague-csgo-premier-2018,3515,"$1,000,000",Jul 21st,"Atlanta, Georgia, USA",8
521,iesf-2018-australia-closed-qualifier,3911,2 spots at IESF 2018 Australia Finals,Jul 28th 2018,Australia (Online),8
522,esea-mdl-season-28-north-america-all-star-game,3933,"$6,250",Jul 28th 2018,North America (online),2
523,msi-mga-north-america-open-qualifier-2,3924,Qualifying points,Jul 28th 2018,North America (Online),4+
524,msi-mga-cis-open-qualifier-2,3920,Qualifying points,Jul 28th 2018,CIS (Online),4+
525,msi-mga-europe-open-qualifier-2,3916,Qualifying points,Jul 28th 2018,Europe (Online),4+
526,msi-mga-asia-pacific-open-qualifier-2,3906,Qualifying points,Jul 28th 2018,Asia (Online),4+
527,gamers-club-masters-2018-minas-gerais-qualifier,3773,TBA,Jul 28th 2018,"Belo Horizonte, Minas Gerais",4
528,starseries-i-league-season-6-north-america-qualifier,3892,1 spot at StarSeries i-League S6,Jul 17th,North America (Online),12
529,esea-mdl-season-28-north-america,3688,"$37,000",May 21st,North America (Online),24
530,esl-australia-nz-championship-season-7-open-qualifier-1,3903,2 spots at ESL AU&NZ Season 7,Jul 22nd 2018,Oceania (Online),3+
531,gamers-club-masters-2018-rio-de-janeiro-qualifier,3803,TBA,Jul 22nd 2018,Brazil (Online),4
532,aoc-cybergamer-premier-league-winter-2018-finals,3481,"$11,120",Jul 21st,"Adelaide, Australia",4
533,girlgamer-esports-festival-2018,3902,"$11,700",Jul 21st,"Lisbon, Portugal",4
534,europe-minor-faceit-major-2018,3761,"$50,000",Jul 19th,"London, United Kingdom",8
535,rivalry-cis-invitational,3819,"$5,000",Jun 5th,CIS (Online),8
536,msi-mga-north-america-open-qualifier-1,3923,Qualifying points,Jul 21st 2018,North America (Online),4+
537,msi-mga-cis-open-qualifier-1,3919,Qualifying points,Jul 21st 2018,CIS (Online),4+
538,msi-mga-europe-open-qualifier-1,3915,Qualifying points,Jul 21st 2018,Europe (Online),4+
539,msi-mga-asia-pacific-open-qualifier-1,3896,Qualifying points,Jul 21st 2018,Asia (Online),4+
540,gamers-club-masters-2018-santa-catarina-qualifier,3782,1 spot at GC Masters 2018 Main Qualifier,Jul 21st 2018,"São José, Santa Catarina",3
541,asia-minor-faceit-major-2018,3760,"$50,000",Jul 16th,"London, United Kingdom",8
542,qiwi-team-play-season-1,3827,"$4,800",Jun 11th,CIS (Online),8
543,asia-minor-sea-last-chance-qualifier-faceit-major-2018,3887,1 spot at Asia Minor,Jul 15th 2018,Asia (Online),2
544,cbe-2018-romania-qualifier,3886,1 spot at CBE 2018,Jul 15th 2018,Romania (Online),4
545,tokyo-in-tulsa-2,3888,"$10,000",Jul 14th,"Tulsa, Oklahoma, USA",8+
546,thunderpick-invitational-2,3739,"$10,000",May 7th,Online (Europe),16
547,esl-masters-spain-spring-2018-finals,3880,"$19,275",Jul 13th,"Valencia, Spain",6
548,dreamhack-open-valencia-2018,3428,"$100,000",Jul 12th,"Valencia, Spain",8
549,streamme-cis-challenger-league,3825,"$3,000",Jun 8th,CIS (Online),8
550,gfinity-elite-series-australia-season-1,3704,"$60,000",Jun 2nd,"Sydney, Australia",6
551,cis-minor-faceit-major-2018,3759,"$50,000",Jul 10th,"London, United Kingdom",8
552,cbe-2018-europe-open-qualifier-3,3881,"$1,170",Jul 12th 2018,Europe (Online),4
553,dreamhack-masters-stockholm-2018-china-closed-qualifier,3860,1 spot at DreamHack Masters Stockholm,Jul 9th,China (Online),8
554,americas-minor-faceit-major-2018,3758,"$50,000",Jul 7th,"London, United Kingdom",8
555,uk-masters-insomnia63-closed-qualifier,3878,2 spots at UK Masters Insomnia63,Jul 10th 2018,Online (Europe),4
556,aorus-league-2018-season-2-latam-north,3862,$750,Jun 23rd,South America (Online),4
557,aoc-cybergamer-premier-league-winter-2018,3480,4 spots at AOC CGPL Winter 2018 Finals,Jun 11th,Online (Australia),8
558,master-cup-portugal-by-asus,3877,"$3,500",Jul 7th,"Porto, Portugal",4
559,nesa-2018,3742,"$12,000",Jul 6th,"Kajaani, Finland",16
560,esl-one-cologne-2018,3392,"$300,000",Jul 3rd,"Cologne, Germany",16
561,gamers-club-masters-2018-northeastern-qualifier,3812,TBA,Jul 7th 2018,Brazil (Online),4
562,esl-southeast-europe-championship-season-7,3871,"$5,800",Jun 29th,Europe (Online),4+
563,dreamhack-masters-stockholm-2018-china-open-qualifier,3861,4 spot at China Closed Qual.,Jul 5th,China (Online),8+
564,legend-series-5,3607,4 spots at Legend Series #5 LAN finals,Mar 5th,Online (Europe),12
565,esports-balkan-league-season-2,3751,"$23,200",May 7th,Online (Balkans),8
566,meta-18,3874,"$1,500",Jul 1st 2018,"Minsk, Belarus",4+
567,dreamhack-masters-stockholm-2018-sea-sa-open-qualifier,3845,2 spot at Asian Closed Qual.,Jun 30th,Asia (Online),8+
568,msi-grand-league-2018-finals,3840,"$2,260",Jun 30th,"Kuala Lumpur, Malaysia",4
569,zotac-cup-masters-2018-americas-regional-finals,3606,"$20,000 + 1 spot at Grand Finals",Jun 30th,"California, United States",6
570,esl-italy-championship-summer-2018,3872,"$12,250",Jun 30th,"Milan, Italy",4
571,dreamhack-masters-stockholm-2018-east-asia-open-qualifier,3846,1 spot at Asian Closed Qual.,Jun 29th,Asia (Online),8+
572,europe-minor-closed-qualifier-faceit-major-2018,3732,8 spots at Europe Minor,Jun 29th,Europe (Online),16
573,aorus-league-2018-season-2-brazil-finals,3869,"$1,200",Jun 30th 2018,São Paulo,2
574,esl-national-championship-france-summer-2018,3855,"$15,200",Jun 30th 2018,"Paris, France",4
575,worten-game-ring-rock-in-rio-2018,3870,"$5,000",Jun 29th 2018,"Lisbon, Portugal",2+
576,dreamhack-masters-stockholm-2018-north-america-closed-qualifier,3868,1 spot at DreamHack Masters Stockholm,Jun 27th,North America (Online),6
577,dreamhack-masters-stockholm-2018-europe-closed-qualifier,3865,3 spots at DH Masters Stockholm,Jun 27th,Europe (Online),8
578,iem-shanghai-2018-oceania-closed-qualifier,3836,1 spot at IEM Shanghai,Jun 25th,Oceania (Online),6
579,dreamhack-masters-stockholm-2018-europe-open-qualifier,3864,2 spots in Closed Qualifier,Jun 26th 2018,Europe (Online),16+
580,mgame-league-2-finals,3866,"$10,000",Jun 26th 2018,"Moscow, Russia",2
581,dreamhack-masters-stockholm-2018-north-america-open-qualifier,3867,2 spots in Closed Qualifier,Jun 25th,North America (Online),16+
582,esl-one-new-york-2018-north-america-closed-qualifier,3831,1 spot at ESL One New York,Jun 25th,North America (Online),6
583,esl-one-new-york-2018-europe-closed-qualifier,3829,1 spot at ESL One New York,Jun 25th,Europe (Online),6
584,alienware-liga-pro-gamers-club-jun-18,3820,"$1,350",Jun 18th,South America (Online),8
585,esl-benelux-summer-championship-2018-finals,3852,"$7,547",Jun 24th 2018,"Haarlem, Netherlands",4
586,pmu-challenge-2018-finals,3776,"$52,250",Jun 24th 2018,"Paris, France",4
587,iem-shanghai-2018-oceania-open-qualifier,3849,2 spot at Oceania Closed Qual.,Jun 24th 2018,Oceania (Online),8+
588,esl-india-premiership-2018-summer-finals,3815,"$14,900",Jun 23rd,"Mumbai, India",4
589,esl-one-new-york-2018-europe-open-qualifier,3828,2 spots in Closed Qualifier,Jun 23rd,Europe (Online),8+
590,hyperx-defuse-2018,3863,"$2,000",Jun 23rd,South America (Online),4
591,zotac-cup-masters-2018-europe-regional-finals,3605,"$20,000 + 1 spot at Grand Finals",Jun 22nd,"Milan, Italy",8
592,americas-minor-north-america-closed-qualifier-faceit-major-2018,3730,6 spots at Americas Minor,Jun 22nd,North America (Online),16
593,polish-esport-league-season-3-finals,3859,"$20,100",Jun 23rd 2018,"Kielce, Poland",4
594,cool-league-season-3-finals,3856,"$3,585",Jun 23rd 2018,"Prague, Czech Republic",4
595,superliga-orange-finals-2018,3851,"$58,100",Jun 23rd 2018,"Madrid, Spain",4
596,iem-shanghai-2018-china-closed-qualifier,3835,1 spot at IEM Shanghai,Jun 21st,China (Online),6
597,dreamhack-masters-stockholm-2018-oceania-open-qualifier,3844,2 spot at Asian Closed Qual.,Jun 20th,Oceania (Online),8+
598,esl-one-new-york-2018-north-america-open-qualifier,3830,2 spots in Closed Qualifier,Jun 20th,North America (Online),8+
599,iem-shanghai-2018-asia-closed-qualifier,3834,1 spot at IEM Shanghai,Jun 18th,Asia (Online),6
600,mgame-league-2,3736,2 spots at LAN Finals,May 16th,Europe (Online),8
601,dreamhack-masters-stockholm-2018-gcc-open-qualifier,3843,1 spot at Asian Closed Qual.,Jun 18th,Middle East (Online),8+
602,betspawn-cup-nordic-vs-cis,3681,"$5,000",Apr 16th,Online (Europe & CIS),8
603,dreamhack-open-summer-2018,3427,"$100,000",Jun 16th,"Jönköping, Sweden",8
604,csgo-asia-championships-2018,3714,"$300,000",Jun 14th,"Shanghai, China",8
605,cgl-professional-season-2,3822,$395,Jun 5th,South America (Online),3
606,zowie-benq-goexanimo-csgo-5x5-11,3853,$870,Jun 17th 2018,"Riga, Latvia",4+
607,europe-minor-open-qualifier-4-faceit-major-2018,3793,2 spots in the closed qualifier,Jun 17th 2018,Online (Europe),16+
608,iem-shanghai-2018-asia-open-qualifier,3847,2 spot at Asia Closed Qual.,Jun 17th 2018,Asia (Online),4+
609,iem-shanghai-2018-china-open-qualifier,3848,2 spot at China Closed Qual.,Jun 16th,China (Online),4+
610,americas-minor-north-america-open-qualifier-4-faceit-major-2018,3854,2 spots in Closed Qualifier,Jun 16th,North America (Online),8+
611,good-game-league-2018,3810,"$27,550",Jun 16th,"Poznan, Poland",12
612,esl-australia-nz-championship-season-6-finals,3493,"$15,200",Jun 15th,"Sydney, Australia",8
613,esl-one-belo-horizonte-2018,3649,"$200,000",Jun 13th,"Belo Horizonte, Brazil",8
614,showmatch-csgo,1040,-,Dec 27th 2012,,
615,superliga-final-four,3850,"$5,812",Jun 16th 2018,"Lisbon, Portugal",4
616,king-of-nordic-season-11,3682,"$5,800",Apr 13th,Online (Europe),4
617,europe-minor-open-qualifier-3-faceit-major-2018,3792,2 spots in the closed qualifier,Jun 12th,Online (Europe),16+
618,americas-minor-north-america-open-qualifier-3-faceit-major-2018,3841,2 spots in Closed Qualifier,Jun 11th,North America (Online),8+
619,zotac-cup-masters-2018-north-america-closed-qualifier,3721,2 spots at Regional Finals,Jun 9th,North America (Online),16
620,moche-xl-esports,3698,"$50,000",Jun 9th,"Lisbon, Portugal",6
621,ecs-season-5-finals,3460,"$660,000",Jun 8th,"London, United Kingdom",8
622,streamme-gauntlet-cis-vs-eu-21,3755,"$3,000",May 9th,Online (Europe),8
623,vectorama-lan-2018,3839,"$2,003",Jun 9th 2018,"Oulu, Finland",2+
624,cbe-2018-europe-open-qualifier-2,3838,"$1,178",Jun 9th 2018,Europe (Online),4+
625,master-league-portugal,3832,"$5,900",Jun 9th 2018,"Lisbon, Portugal",2
626,pmu-challenge-2018,3785,"$5,960 + 4 spots at LAN finals",Jun 9th 2018,Online (Europe),8
627,asus-national-cybersport-league,3826,TBA,Jun 9th 2018,"Kiev, Ukraine",2
628,zotac-cup-masters-2018-asia-pacific-regional-finals,3604,"$20,000 + 1 spot at Grand Finals",Jun 5th,"Taipei, Taiwan",8
629,esl-brazil-premier-league-season-5,3651,"$9,100",Apr 16th,Online,8
630,pmu-challenge-2018-pmu-qualifier,3780,1 spot in PMU Challenge 2018,Jun 8th 2018,Online (Europe),4
631,aorus-league-2018-season-2-brazil,3811,2 spots at Finals,May 29th,Online,8
632,aoc-cybergamer-premier-league-winter-2018-closed-qualifier,3821,4 spots to CGPL Winter 2017,Jun 4th,Online (Australia),6
633,asia-minor-china-open-qualifier-faceit-major-2018,3763,1 spot at Asia Minor,May 19th,China (Online),8+
634,americas-minor-north-america-open-qualifier-2-faceit-major-2018,3823,2 spots in the closed qualifier,Jun 5th,North America (online),8+
635,ggbet-majestic-esl-one-cologne-qualifier,3770,"$25,000 + spot at ESL One Cologne",Jun 5th,"Moscow, Russia",4
636,europe-minor-open-qualifier-2-faceit-major-2018,3791,2 spots in the closed qualifier,Jun 5th,Online (Europe),16+
637,saudicom-ramadan,3818,"$1,500",Jun 3rd,Middle-East (Online),8
638,aorus-league-2018-season-2-latam-south,3801,"$1,500",May 21st,South America (online),8
639,x-betco-invitational-2,3585,"$10,000",Mar 4th,Online (Europe),16
640,dreamhack-open-valencia-2018-iberia-qualifier,3817,1 spot at DH Open Valencia,Jun 3rd 2018,Europe (Online),2+
641,americas-minor-north-america-open-qualifier-1-faceit-major-2018,3816,2 spots in the closed qualifier,Jun 3rd 2018,North America (online),8+
642,europe-minor-open-qualifier-1-faceit-major-2018,3790,2 spots in the closed qualifier,Jun 3rd 2018,Online (Europe),16+
643,pmu-challenge-2018-europe-qualifier,3779,1 spot in PMU Challenge 2018,Jun 3rd 2018,Online (Europe),4
644,cis-minor-closed-qualifier-faceit-major-2018,3729,8 spots at CIS Minor,Jun 1st,CIS (Online),16
645,dreamhack-open-austin-2018,3426,"$100,000",Jun 1st,"Austin, Texas, USA",8
646,starseries-i-league-season-5,3666,"$300,000",May 28th,"Kiev, Ukraine",16
647,hitpoint-game-access-arena,3807,"$3,180",Jun 2nd 2018,"Brno, Czech Republic",4
648,zotac-cup-masters-2018-europe-closed-qualifier,3720,4 spots at Regional Finals,May 30th,Europe (Online),16
649,alienware-liga-pro-gamers-club-may-18,3794,"$2,300",May 21st,South America (Online),8
650,omen-eurogamer-csgo-challenge,3809,"$3,497",May 27th 2018,"Lisbon, Portugal",4
651,asia-minor-india-pakistan-sea-open-qualifier-faceit-major-2018,3767,2 spots at Asia Minor,May 27th 2018,Asia (Online),8+
652,kayzr-league-finals,3806,"$4,690",May 27th 2018,"Rotterdam, Netherlands",4
653,961gamers-csgo-championship-1,3804,"$3,333",May 27th 2018,"Tabarja, Lebanon",4
654,cis-minor-open-qualifier-4-faceit-major-2018,3789,2 spots in the closed qualifier,May 27th 2018,Online (CIS),8+
655,pmu-challenge-2018-france-qualifier,3778,1 spot in PMU Challenge 2018,May 27th 2018,Online (France),4
656,asia-minor-oceania-open-qualifier-faceit-major-2018,3766,1 spot at Asia Minor,May 26th,Oceania (Online),8+
657,americas-minor-south-america-open-qualifier-2-faceit-major-2018,3750,1 spot at Americas Minor,May 26th,South America (Online),8+
658,hellenic-counter-strike-league-season-2-finals,3808,"$2,345",May 26th,"Athens, Greece",4
659,ggbet-majestic-closed-qualifier,3768,2 spots at LAN Final,May 13th,Europe (Online),20
660,besl-pro-season-1-finals,3800,"$5,541",May 26th 2018,"Riga, Latvia",4
661,telenor-league-spring-2018,3805,"$8,420",May 25th,"Lillehammer, Norway",4
662,esl-one-cologne-2018-europe-closed-qualifier,3706,2 spots at ESL One Cologne,May 25th,Europe (Online),8
663,esl-one-cologne-2018-north-america-closed-qualifier,3708,1 spot at ESL One Cologne,May 24th,North America (Online),4
664,esl-one-cologne-2018-asia-closed-qualifier,3710,1 spot at ESL One Cologne,May 9th,Asia (Online),8
665,adrenaline-cyber-league-2018,3711,"$100,000",May 23rd,"Moscow, Russia",4
666,cis-minor-open-qualifier-3-faceit-major-2018,3788,2 spots in the closed qualifier,May 22nd,Online (CIS),8+
667,dreamhack-open-tours-2018,3425,"$100,000",May 19th,"Tours, France",8
668,sp-gaming-tournament-5,3798,"$1,000",May 20th 2018,Santiago,2
669,moche-xl-esports-iberia-qualifier,3797,1 spot in Moche XL Esports,May 20th 2018,Online (Iberia),2+
670,saint-petersburg-impulse-csgo-championship,3796,"$4,837",May 20th 2018,"Saint Petersburg, Russia",4+
671,cis-minor-open-qualifier-2-faceit-major-2018,3787,2 spots in the closed qualifier,May 20th 2018,Online (CIS),8+
672,pmu-challenge-2018-flickshot-qualifier,3777,1 spot in PMU Challenge 2018,May 20th 2018,Online (Europe),4
673,asia-minor-east-asia-open-qualifier-faceit-major-2018,3764,1 spot at Asia Minor,May 19th,East Asia (Online),8+
674,americas-minor-south-america-open-qualifier-1-faceit-major-2018,3749,1 spot at Americas Minor,May 19th,South America (Online),8+
675,asia-minor-middle-east-south-asia-open-qualifier-faceit-major-2018,3765,1 spot at Asia Minor,May 19th,Asia (Online),8+
676,esl-pro-league-season-7-finals,3373,"$750,000",May 15th,"Dallas, Texas, USA",16
677,gamdom-premier,3641,"$50,000",Apr 21st,Online (Europe),10
678,esportsbettingcom-launch-invitational,3676,"$10,000",Apr 18th,Europe (Online),8
679,gfinity-winter-series-2018-north-america,3632,"$15,000",Mar 19th 2018,Online (North America),16
680,aorus-league-invitational,3754,"$1,500",May 14th,South America (Online),8
681,csgo-asia-championships-2018-china-qualifier,3757,2 spots at CS:GO Asia Championships 2018,May 14th,Online (China),16
682,cis-minor-open-qualifier-1-faceit-major-2018,3784,2 spots in the closed qualifier,May 15th,Online (CIS),8+
683,esl-australia-nz-championship-season-6,3492,8 spots at LAN Finals,Mar 7th,Online (Oceania),16
684,adrenaline-cyber-league-2018-qualifier,3712,1 spot at Adrenaline Cyber League,May 7th,Europe (Online),8
685,fusionbet-masters,3672,"$10,000",Apr 13th,Europe (Online),8
686,ggbet-ascenso,3733,"$20,000",Apr 30th,South America (Online),10
687,esea-main-season-27-europe,3570,"$10,000",Apr 2nd,Online (Europe),16
688,mgame-league-2-closed-qualifier,3775,1 spot in M.Game League 2,May 13th 2018,Online (EU & CIS),4+
689,pmu-challenge-2018-connectesport-qualifier,3774,1 spot in PMU Challenge 2018,May 13th 2018,Online (Europe),4
690,fpsthailand-pro-league-season-4-finals,3756,"$14,188",May 12th,"Bangkok, Thailand",6
691,esl-polish-championship-spring-2018-finals,3741,"$16,800",May 12th,"Katowice, Poland",4
692,esea-season-27-mdl-global-challenge,3656,"$50,000",May 11th,"Leicester, United Kingdom",8
693,starseries-i-league-season-5-asian-qualifier,3702,2 spots at SL i League Season 5,May 2nd,Online (Asia),16
694,birdie-king-of-nordic-2018,3762,"$11,048",May 12th 2018,"Uppsala, Sweden",4+
695,cbe-national-tour-hillerd,3769,"$2,392 + 2 spots at CBE 2018 BYOC",May 11th,"Hillerød, Denmark",16
696,ecs-season-5-north-america,3602,"$45,000 + 4 Finals spots",Mar 13th,Online (North America),10
697,ecs-season-5-europe,3601,"$45,000 + 4 Finals spots",Mar 13th,Online (Europe),10
698,esl-pro-league-season-7-north-america-relegation,3679,2 spots in EPL S8,May 9th,"Leicester, United Kingdom",4
699,esl-pro-league-season-7-europe-relegation,3677,2 spots in EPL S8,May 9th,"Leicester, United Kingdom",4
700,esea-mdl-season-27-north-america-finals,3658,1 spot in ESL Pro League,May 9th 2018,"Leicester, United Kingdom",2
701,esea-mdl-season-27-europe-finals,3657,1 spot in ESL Pro League,May 9th 2018,"Leicester, United Kingdom",2
702,esl-one-belo-horizonte-south-america-closed-qualifier,3675,1 spot at ESL One Belo Horizonte,Apr 24th,South America (Online),8
703,alienware-liga-pro-gamers-club-apr-18,3716,"$2,300",Apr 23rd,South America (Online),8
704,starseries-i-league-season-5-europe-qualifier,3695,2 spots at StarSeries i-League Season 5,Apr 16th,Online (Europe),12
705,gocase-challenge,3694,"$10,000",Apr 16th,Online (Europe),16
706,zotac-cup-masters-2018-taiwan-open-qualifier,3748,1 spot at APAC Regional Finals,May 6th 2018,(Online) Taiwan,2+
707,esl-one-cologne-2018-asia-open-qualifier,3709,2 spots in Closed Qualifier,May 6th 2018,Asia (Online),4+
708,dreamhack-open-valencia-2018-north-america-closed-qualifier,3746,1 spot at DH Open Valencia,May 6th 2018,North America (Online),8
709,dreamhack-open-valencia-2018-europe-closed-qualifier,3745,1 spot at DH Open Valencia,May 6th 2018,Europe (Online),8
710,esl-latin-america-league-season-1-finals,3628,"$6,000",May 6th 2018,"São Paulo, Brazil",2
711,tampa-lan-fury-2018,3752,"$2,500",May 6th 2018,"Tampa, Florida, USA",4
712,esl-womens-sydney-open-finals,3747,"$7,710",May 5th,"Sydney, Australia",2+
713,iem-sydney-2018,3530,"$250,000",May 1st,"Sydney, Australia",16
714,gfinity-winter-series-2018-europe,3631,"$15,000",Mar 18th,Online (Europe),16
715,dreamhack-open-valencia-2018-europe-open-qualifier,3743,4 spots in Closed Qualifier,May 5th 2018,Europe (Online),8+
716,esl-polish-championship-spring-2018,3740,2 spots at the offline finals,May 5th 2018,Online (Poland),2
717,dreamhack-open-valencia-2018-north-america-open-qualifier,3744,4 spots in Closed Qualifier,May 4th,North America (Online),8+
718,starseries-i-league-season-5-cis-qualifier,3696,1 spot at StarSeries i-League Season 5,Apr 20th,Online (CIS),12
719,streamme-gauntlet-cis-vs-eu-20,3643,"$3,000",Mar 26th,Online (Europe),8
720,esl-one-cologne-2018-north-america-open-qualifier,3707,2 spots in Closed Qualifier,May 2nd,North America (Online),8+
721,esl-one-cologne-2018-europe-open-qualifier,3705,2 spots in Closed Qualifier,May 2nd,Europe (Online),16+
722,wca-2017-finals,3299,"$63,162",Apr 29th,"Zhuhai, Guangdong, China",6
723,zotac-cup-masters-2018-south-asia-open-qualifier-1,3738,1 spot at APAC Regional Finals,Apr 29th 2018,South Asia (Online),2+
724,dreamhack-open-summer-2018-north-america-closed-qualifier,3727,1 spot at DH Summer,Apr 29th 2018,North America (Online),8
725,dreamhack-open-summer-2018-europe-closed-qualifier,3726,1 spot at DH Summer,Apr 29th 2018,Europe (Online),8
726,winstrike-open-cup,3737,"$3,225",Apr 29th 2018,"Moscow, Russia",8
727,zotac-cup-masters-2018-south-america-open-qualifier,3728,2 spots at Regional Finals,Apr 28th,South America (Online),8
728,adria-masters-season-2-road-to-login,3731,"$5,000",Apr 28th,"Belgrade, Serbia",6
729,playfair-2018,3735,"$3,036",Apr 28th 2018,"Tallinn, Estonia",4
730,dreamhack-open-summer-2018-north-america-open-qualifier,3725,4 spots in Closed Qualifier,Apr 27th,North America (Online),8+
731,dreamhack-open-summer-2018-europe-open-qualifier,3724,4 spots in Closed Qualifier,Apr 27th,Europe (Online),8+
732,arab-esports-aldawry-csgo,3722,"$4,000",Apr 25th,Online,4
733,esl-latin-america-league-season-1,3626,"$9,000",Apr 7th,Online,8
734,pregame-masters-1,3723,"$2,500",Apr 25th,North America (Online),8+
735,qi-invitational,3577,"$75,000",Apr 24th,"Belgrade, Serbia",8
736,starseries-i-league-season-5-north-america-qualifier,3697,1 spot at StarSeries i-League Season 5,Apr 16th,Online (North America),12
737,esl-pro-league-season-7-north-america,3362,TBA,Feb 13th,North America (Online),12
738,esl-pro-league-season-7-europe,3361,"$105,000",Feb 13th,Europe (Online),14
739,forcedropnet-cup-1,3599,"$10,000",Mar 6th,Online (Europe),16
740,zotac-cup-masters-2018-south-asia-open-qualifier-2,3719,1 spot at Asia Regional Finals,Apr 22nd 2018,Online (Asia),2+
741,99damage-league-season-8,3717,"$12,292",Apr 21st,Online (Germany),4
742,esl-pro-league-season-7-asia-pacific,3611,2 spots at EPL S7 Finals,Apr 20th,"Sydney, Australia",8
743,dreamhack-masters-marseille-2018,3491,"$250,000",Apr 18th,"Marseille, France",16
744,esea-main-season-27-north-america,3569,"$10,000",Apr 2nd,Online (North America),16
745,sorring-lan-party-2018,3718,"$3,300",Apr 21st 2018,"Sorring, Denmark",3+
746,pro-gamer-league-asian-invitational-2018,3689,"$15,913",Apr 20th,"Chengdu , China",4
747,esports-balkan-league-season-2-closed-qualifier,3713,2 spots in EBL S2,Apr 20th 2018,Online (Balkans),4+
748,esl-one-belo-horizonte-south-america-qualifier-2,3674,2 spots in Closed Qualifier,Apr 17th,South America (Online),8
749,esea-open-season-27-south-africa,3573,"$1,600",Apr 4th,Online (South Africa),4+
750,iem-sydney-2018-oceania-closed-qualifier,3590,3 spots at IEM Sydney 2018,Apr 13th,Online (Oceania),8
751,dmarketcom-spring-cup,3678,"$5,000",Apr 13th,Online (Europe),8
752,zotac-cup-masters-2018-korea-open-qualifier,3693,1 spot at Asian Closed Qual.,Apr 15th 2018,Online (Korea),2+
753,dreamhack-open-austin-2018-north-america-closed-qualifier,3686,1 spot at DreamHack Austin 2018,Apr 15th 2018,North America (Online),8
754,dreamhack-open-austin-2018-europe-closed-qualifier,3685,1 spot at DreamHack Austin 2018,Apr 15th 2018,Europe (Online),8
755,belgrade-open-2,3692,"$1,420",Apr 15th 2018,"Belgrade, Serbia",4+
756,goexanimo-csgo-5x5-10,3691,$990,Apr 15th 2018,"Riga, Latvia",4+
757,esl-uk-premiership-spring-2018-finals,3660,"$11,870",Apr 14th,"Birmingham, United Kingdom",4
758,xinhua-electronic-sports-conference,3655,"$16,000",Apr 13th,"Langfang, China",4
759,avgl-spring-2018-finals,3690,"$8,000",Apr 14th 2018,"Long Beach, California, USA",2
760,dreamhack-open-austin-2018-north-america-open-qualifier,3684,4 spots in Closed Qualifier,Apr 13th,North America (Online),8+
761,dreamhack-open-austin-2018-europe-open-qualifier,3683,4 spots in Closed Qualifier,Apr 13th,Europe (Online),8+
762,esl-one-belo-horizonte-north-america-closed-qualifier,3671,1 spot in Closed Qualifier,Apr 13th,North America (Online),6
763,esl-one-belo-horizonte-europe-closed-qualifier,3670,2 spots at ESL One Belo Horizonte,Apr 13th,Europe (Online),8
764,esl-one-belo-horizonte-south-america-qualifier-1,3673,2 spots in Closed Qualifier,Apr 12th,South America (Online),8
765,esea-mdl-season-27-north-america-all-star-game,3680,"$6,250",Apr 12th 2018,Online,2
766,esl-one-belo-horizonte-north-america-open-qualifier,3669,2 spots in Closed Qualifier,Apr 11th,North America (Online),8+
767,esl-one-belo-horizonte-europe-open-qualifier,3668,2 spots at Closed Qualifier,Apr 11th,Online (Europe),8+
768,esea-open-season-27-asia-pacific,3572,"$2,000",Mar 29th,Online (APAC),8
769,ggorigin-iem-sydney-2018-qualifier,3623,"$10,000 + 1 spot at IEM Sydney",Mar 16th,Online (Europe),20
770,iem-sydney-2018-asian-closed-qualifier,3589,3 spots at IEM Sydney 2018.,Apr 4th,Online (Asia),8
771,esl-major-league-spring-2018,3571,"$2,460",Mar 22nd,Online (Europe),16
772,esl-pro-league-season-7-oceania-closed-qualifier,3580,3 spots at EPL S7 APAC,Apr 4th,Online (Oceania),8
773,esea-open-season-27-brazil,3574,"$2,000",Mar 28th,Online (Brazil),16
774,csesportcom-cup-4,3638,"$2,500",Mar 22nd,Online (Europe),8
775,zotac-cup-masters-2018-japan-open-qualifier,3667,1 spot at APAC Regional Finals.,Apr 8th 2018,(Online) Japan,2+
776,dreamhack-open-tours-2018-north-america-closed-qualifier,3665,DreamHack Open Tours,Apr 8th 2018,Online (North America),8
777,dreamhack-open-tours-2018-europe-closed-qualifier,3663,DreamHack Open Tours,Apr 8th 2018,Online (Europe),8
778,esl-meisterschaft-spring-2018-finals,3661,"$24,815",Apr 8th 2018,"Düsseldorf, Germany",4
779,western-digital-cybergamer-premier-league-autumn-2018-finals,3479,"$11,710",Apr 7th,"Adelaide, Australia",4
780,esl-pro-league-season-7-sea-closed-qualifier,3613,2 spots at EPL S7 APAC,Apr 6th,Online (Asia),8
781,betsnet-masters,3648,"$100,000",Apr 5th,"Kiev, Ukraine",8
782,gotvgg-invitational-3,3642,"$4,000",Mar 26th,Online (Asia),10
783,dreamhack-open-tours-2018-north-america-open-qualifier,3664,4 spots in Closed Qualifier,Apr 6th,Online (North America),8+
784,dreamhack-open-tours-2018-europe-open-qualifier,3662,4 spots in Closed Qualifier,Apr 6th,Online (Europe),8+
785,douyu-super-league-2018-spring,3659,"$7,148",Apr 5th,Online (China),4+
786,king-of-nordic-season-10,3538,"$9,230",Feb 2nd,Online (Europe),4
787,esea-mdl-season-27-europe,3469,TBA,Jan 22nd,Online (Europe),27
