,team,teamcode,eventcode,placement
1566,selfless,6736,2688,9-16th
1567,luminosity,6290,2688,9-16th
1568,subtle,7217,2688,17-20th
1569,ronin,6707,2688,17-20th
1570,muffin-lightning,7220,2688,17-20th
1571,enigma6,7592,2688,17-20th
1572,rush,7104,2688,21-24th
1573,blight,7105,2688,21-24th
1574,quetzal,5956,2688,21-24th
1575,miami-flamingos,7531,2688,21-24th
1576,extasis,6462,2714,1st
1577,born-to-kill,7662,2714,2nd
1578,old-hunters,7665,2714,3rd
1579,mistr,7664,2714,4th
1580,tengri,7145,2708,1st
1581,k29,4908,2708,2nd
1582,rush3d,4610,2708,3rd
1583,gameplaydna,6322,2708,4th
1584,log,6215,2708,5-6th
1585,spraynpray,7264,2708,5-6th
1586,1337,7523,2708,7-8th
1587,playing-ducks,7566,2708,7-8th
1588,tyloo,4863,2160,1st
1589,fnatic-academy,7169,2160,2nd
1590,boot-ds,7567,2160,3rd
1591,5power,7092,2160,4th
1592,born-of-fire,6502,2160,5-6th
1593,efuture,7639,2160,5-6th
1594,fmesports,4445,2734,1st
1595,mnm,5958,2734,2nd
1596,maxisaucisse,5260,2719,1st
1597,rush3d,4610,2719,2nd
1598,extatus,6745,2719,3-4th
1599,vexilla,7583,2719,3-4th
1600,tengri,7145,2719,5-8th
1601,gambit-academy,7488,2719,5-8th
1602,playing-ducks,7566,2719,5-8th
1603,manatee,7663,2719,5-8th
1604,outlaws,7397,2645,1st
1605,ex-darkpassage,7607,2645,2nd
1606,extatus,6745,2645,3rd
1607,copenhagen-flames,7461,2645,4th
1608,zarlans,7182,2645,5-6th
1609,playing-ducks,7566,2645,5-6th
1610,fragsters,6855,2645,7-8th
1611,e-corp,6889,2645,7-8th
1612,wizards,4591,2645,9-12th
1613,rush3d,4610,2645,9-12th
1614,tricked-academy,7551,2645,9-12th
1615,tricksters,7556,2645,9-12th
1616,5fragsekb,7553,2645,13-16th
1617,warmonkeys,6854,2645,13-16th
1618,1944,7554,2645,13-16th
1619,royals,7555,2645,13-16th
1620,agg,6686,2254,13-16th
1621,ldlc,4674,2254,13-16th
1622,heyguys,6976,2254,13-16th
1623,kinguin,6134,2254,13-16th
1624,renegades,6211,2703,1st
1625,bees-money-crew,6710,2703,2nd
1626,misfits,7557,2703,3rd
1627,denial,4643,2703,4th
1628,splyce,6301,2703,5th
1629,selfless,6736,2703,6th
1630,premier-rejects,7624,2703,7th
1631,winterfox,6386,2703,8th
1632,north,7533,2702,1st
1633,space-soldiers,5929,2702,2nd
1634,gambit,6651,2702,3rd
1635,rogue,7157,2702,4th
1636,kinguin,6134,2702,5th
1637,tengri,7145,2702,6th
1638,pride,6896,2702,7th
1639,flipsid3,5988,2702,8th
1640,extatus,6745,2710,1st
1641,ination,4803,2710,2nd
1642,outlaws,7397,2710,3-4th
1643,tengri,7145,2710,3-4th
1644,rush3d,4610,2710,5-8th
1645,kpi,7339,2710,5-8th
1646,dendd,6407,2710,5-8th
1647,epg,7489,2710,5-8th
1648,k29,4908,2710,9-12th
1649,copenhagen-flames,7461,2710,9-12th
1650,spraynpray,7264,2710,9-12th
1651,norse,7318,2710,9-12th
1652,ination,4803,2718,1st
1653,nexus,7187,2718,2nd
1654,outlaws,7397,2718,3rd
1655,enemies,7656,2718,4th
1656,socal-stars,7599,2680,1st
1657,banishers,7598,2680,2nd
1658,top-gun,7658,2680,3-4th
1659,ffi,7659,2680,3-4th
1660,penta,5395,2717,1st
1661,alternate-attax,4501,2717,2nd
1662,dendd,6407,2717,3-4th
1663,extatus,6745,2717,3-4th
1664,tricked,4602,2717,5-8th
1665,vexed,6375,2717,5-8th
1666,preparation,6724,2717,5-8th
1667,ex-darkpassage,7607,2717,5-8th
1668,athletico-fe,7648,2709,1st
1669,dark-sided-fe,7657,2709,2nd
1670,teamone,6947,2712,1st
1671,idm,6874,2712,2nd
1672,keyd-stars,6033,2712,3-4th
1673,black-dragons,7081,2712,3-4th
1674,progaming,6771,2712,5-8th
1675,progamers,7125,2712,5-8th
1676,isurus,7653,2712,5-8th
1677,highway,7654,2712,5-8th
1678,chiefs,6010,2755,1st
1679,tainted-minds,7517,2755,2nd
1680,immunity,4791,2755,3rd
1681,avant,5293,2755,4th
1682,legacy,6468,2755,5-6th
1683,dark-sided,7212,2755,5-6th
1684,athletico,5680,2755,7-8th
1685,jam,7595,2755,7-8th
1686,death,7625,2707,1st
1687,epsilon,4456,2707,2nd
1688,wysix,7649,2707,3rd
1689,lcm,7651,2707,4th
1690,blackbelts,7650,2707,5-6th
1691,roarrrrrr,7652,2707,5-6th
1692,astralis,6665,2637,1st
1693,faze,6667,2637,2nd
1694,immortals,7010,2637,3-4th
1695,heroic,7175,2637,3-4th
1696,natus-vincere,4608,2637,5-6th
1697,north,7533,2637,5-6th
1698,fnatic,4991,2637,7-8th
1699,virtuspro,5378,2637,7-8th
1700,nip,4411,2637,9-10th
1701,cloud9,5752,2637,9-10th
1702,sk,6137,2637,11-12th
1703,optic,6615,2637,11-12th
1704,igamecom,7331,2706,1st
1705,encore,5727,2706,2nd
1706,ajuri,5032,2706,3rd
1707,skitlite,6263,2706,4th
1708,fr34kshow,4596,2706,5-8th
1709,conquer,7434,2706,5-8th
1710,rynnkkviikset,7585,2706,5-8th
1711,chrome,7638,2706,5-8th
1712,rctic,4682,2706,9-12th
1713,tmvg,4695,2706,9-12th
1714,ence,4869,2706,9-12th
1715,rehti,7642,2706,9-12th
1716,paranoia,4484,2706,13-16th
1717,platinium,5596,2706,13-16th
1718,tacored,7644,2706,13-16th
1719,saints,7645,2706,13-16th
1720,secret-fe,6871,2662,1st
1721,dignitas-fe,7640,2662,2nd
1722,clg-red,6242,2662,3-4th
1723,expert-fe,7418,2662,3-4th
1724,ldlc-fe,6749,2662,5-6th
1725,vexed-fe,7608,2662,5-6th
1726,eyesports-fe,7084,2662,7-8th
1727,silhouette,7601,2662,7-8th
1728,mvp-project,6474,2660,1-2nd
1729,5power,7092,2660,1-2nd
1730,tyloo,4863,2660,3rd
1731,vici,7606,2660,4th
1732,new4,4865,2660,5-8th
1733,born-of-fire,6502,2660,5-8th
1734,edg,6747,2660,5-8th
1735,bofgaming,7562,2660,5-8th
1736,five,6908,2660,9-12th
1737,emp,7479,2660,9-12th
1738,hegemonyperson,7528,2660,9-12th
1739,boot,6898,2660,9-12th
1740,ehome,7024,2660,13-16th
1741,mvp-pk,7354,2660,13-16th
1742,allgamers,6504,2660,13-16th
1743,lgd,6899,2660,13-16th
1744,energy,5153,2704,1st
1745,bravado,5158,2704,2nd
1746,denial,4643,2693,1-2nd
1747,splyce,6301,2693,1-2nd
1748,mythic,5479,2693,3-4th
1749,eunited,7106,2693,3-4th
1750,prospects,6792,2693,5-8th
1751,just-a-glimpse,7632,2693,5-8th
1752,rush,7104,2693,5-8th
1753,mindplay,7634,2693,5-8th
1754,werise,7568,2693,9-16th
1755,enigma6,7592,2693,9-16th
1756,totoh,7629,2693,9-16th
1757,vault,6366,2693,9-16th
1758,circa,7630,2693,9-16th
1759,mouse-control,7631,2693,9-16th
1760,synthetik,7099,2693,9-16th
1761,slashlvl,7635,2693,9-16th
1762,rogue,7157,2691,1-2nd
1763,space-soldiers,5929,2691,1-2nd
1764,heroic,7175,2691,3-4th
1765,dendd,6407,2691,3-4th
1766,tricked,4602,2691,5-8th
1767,fnatic-academy,7169,2691,5-8th
1768,vega-squadron,6094,2691,5-8th
1769,igamecom,7331,2691,5-8th
1770,spirit,7020,2691,9-16th
1771,ination,4803,2691,9-16th
1772,penta,5395,2691,9-16th
1773,above-the-rest,7188,2691,9-16th
1774,extatus,6745,2691,9-16th
1775,epg,7489,2691,9-16th
1776,bpro,6762,2691,9-16th
1777,fuah,7580,2691,9-16th
1778,jyp,7491,2696,1st
1779,risky,6681,2696,2nd
1780,singularity,6978,2698,1st
1781,copenhagen-flames,7461,2698,2nd
1782,fragsters,6855,2698,3-4th
1783,animals,7501,2698,3-4th
1784,fuah,7580,2698,5-6th
1785,exoplan,7626,2698,5-6th
1786,wasd,7627,2698,7-8th
1787,tantrum,7628,2698,7-8th
1788,tengri,7145,2694,1st
1789,dendd,6407,2694,2nd
1790,vexed,6375,2694,3-4th
1791,spraynpray,7264,2694,3-4th
1792,alientech,5524,2694,5-8th
1793,zarlans,7182,2694,5-8th
1794,1337,7523,2694,5-8th
1795,playing-ducks,7566,2694,5-8th
1796,excel-endpoint,7623,2695,1st
1797,cex,6297,2695,2nd
1798,bees-money-crew,6710,2692,1-2nd
1799,insomnia,6817,2692,1-2nd
1800,splyce,6301,2692,3-4th
1801,miami-flamingos,7531,2692,3-4th
1802,lunatik,5700,2692,5-8th
1803,french-canadians,7616,2692,5-8th
1804,booooat,7619,2692,5-8th
1805,ajax,7558,2692,5-8th
1806,thegosucrew,7571,2692,9-16th
1807,neckbeard,7617,2692,9-16th
1808,father,7618,2692,9-16th
1809,rush,7104,2692,9-16th
1810,subtle,7217,2692,9-16th
1811,wakfu,7620,2692,9-16th
1812,cerus,7621,2692,9-16th
1813,xd,7622,2692,9-16th
1814,pride,6896,2690,1-2nd
1815,tengri,7145,2690,1-2nd
1816,vega-squadron,6094,2690,3-4th
1817,kpi,7339,2690,3-4th
1818,epsilon,4688,2690,5-8th
1819,euronics,6343,2690,5-8th
1820,playing-ducks,7566,2690,5-8th
1821,preparation,6724,2690,5-8th
1822,ldlc,4674,2690,9-16th
1823,spirit,7020,2690,9-16th
1824,k29,4908,2690,9-16th
1825,penta,5395,2690,9-16th
1826,rogue,7157,2690,9-16th
1827,outlaws,7397,2690,9-16th
1828,panthers,6693,2690,9-16th
1829,hop,7615,2690,9-16th
1830,virtuspro,5378,2541,1st
1831,sk,6137,2541,2nd
1832,astralis,6665,2541,3-4th
1833,north,7533,2541,3-4th
1834,nip,4411,2541,5-8th
1835,mousesports,4494,2541,5-8th
1836,natus-vincere,4608,2541,5-8th
1837,gambit,6651,2541,5-8th
1838,optic,6615,2541,9-12th
1839,fnatic,4991,2541,9-12th
1840,faze,6667,2541,9-12th
1841,cloud9,5752,2541,9-12th
1842,renegades,6211,2541,13-16th
1843,tyloo,4863,2541,13-16th
1844,complexity,5005,2541,13-16th
1845,misfits,7557,2541,13-16th
1846,athletico,5680,2676,1st
1847,funky-monkeys,7218,2676,2nd
1848,jam,7595,2676,3rd
1849,skyfire,6161,2676,4th
1850,trident,5290,2676,5-6th
1851,noxide,7594,2676,5-6th
1852,syf,5607,2676,7-8th
1853,ssu,7596,2676,7-8th
1854,extatus,6745,2685,1st
1855,tengri,7145,2685,2nd
1856,rush3d,4610,2685,3-4th
1857,k29,4908,2685,3-4th
1858,ination,4803,2685,5-8th
1859,playing-ducks,7566,2685,5-8th
1860,vexilla,7583,2685,5-8th
1861,spraynpray,7264,2685,5-8th
1862,overdrive,7544,2685,9-12th
1863,tricksters,7556,2685,9-12th
1864,esuba,5412,2685,9-12th
1865,zarlans,7182,2685,9-12th
1866,igamecom,7331,2659,1st
1867,tricked,4602,2659,2nd
1868,rogue,7157,2659,3rd
1869,vexed,6375,2659,4th
1870,flipsid3,5988,2659,5-6th
1871,orbit,6133,2659,5-6th
1872,norse,7318,2659,7-8th
1873,outlaws,7397,2659,7-8th
1874,nexus,7187,2664,1st
1875,outlaws,7397,2664,2nd
1876,playing-ducks,7566,2664,3rd
1877,darkpassage,7018,2664,4th
1878,big,7532,2671,1st
1879,igamecom,7331,2671,2nd
1880,epsilon,4688,2671,3-4th
1881,norse,7318,2671,3-4th
1882,ination,4803,2671,5-6th
1883,fnatic-academy,7169,2671,5-6th
1884,teamone,6947,2682,1st
1885,black-dragons,7081,2682,2nd
1886,idm,6874,2682,3rd
1887,progaming,6771,2682,4th
1888,operation-kino,7302,2682,5-8th
1889,fueguitos,7603,2682,5-8th
1890,battalion,7604,2682,5-8th
1891,checkmate,7605,2682,5-8th
1892,spraynpray,7264,2670,1st
1893,zarlans,7182,2670,2nd
1894,rush3d,4610,2670,3rd
1895,1337,7523,2670,4th
1896,epg,7489,2670,5-6th
1897,vexilla,7583,2670,5-6th
1898,log,6215,2670,7-8th
1899,tengri,7145,2670,7-8th
1900,teamswagyolo,5338,2677,1st
1901,gamacademy,7602,2677,2nd
1902,insmokeswetrust,7600,2677,3rd
1903,immortals,7010,2657,1st
1904,liquid,5973,2657,2nd
1905,misfits,7557,2657,3rd
1906,clg,5974,2657,4th
1907,natus-vincere,4608,2655,1-2nd
1908,fnatic,4991,2655,1-2nd
1909,heroic,7175,2655,3rd
1910,g2,5995,2655,4th
1911,mousesports,4494,2655,5-6th
1912,envy,5991,2655,5-6th
1913,tricked,4602,2655,7-8th
1914,epsilon,4688,2655,7-8th
1915,godsent,6902,2655,9-11th
1916,big,7532,2655,9-11th
1917,flipsid3,5988,2655,9-11th
1918,bees-money-crew,6710,2665,1st
1919,settodestroyx,6171,2665,2nd
1920,royal-flush-seven,7574,2665,3rd
1921,insomnia,6817,2665,4th
1922,denial,4643,2678,1st
1923,splyce,6301,2678,2nd
1924,banishers,7598,2678,3-4th
1925,socal-stars,7599,2678,3-4th
1926,dizlown,7242,2649,1st
1927,outlaws,7397,2649,2nd
1928,planetkey,5195,2649,3-4th
1929,rynnkkviikset,7585,2649,3-4th
1930,x6tence,4468,2649,5-8th
1931,singularity,6978,2649,5-8th
1932,igamecom,7331,2649,5-8th
1933,conquer,7434,2649,5-8th
1934,vexed,6375,2649,9-12th
1935,platinium,5596,2649,9-12th
1936,ratsoftheyear,5824,2649,9-12th
1937,skitlite,6263,2649,9-12th
1938,paranoia,4484,2649,13-16th
1939,mnm,6042,2649,13-16th
1940,ex-findictus,7578,2649,13-16th
1941,dead-pixels,6369,2649,13-16th
1942,tricked,4602,2654,1-4th
1943,epsilon,4688,2654,1-4th
1944,flipsid3,5988,2654,1-4th
1945,big,7532,2654,1-4th
1946,alternate-attax,4501,2654,5-8th
1947,copenhagen-flames,7461,2654,5-8th
1948,vega-squadron,6094,2654,5-8th
1949,team123,6758,2654,5-8th
1950,bpro,6762,2654,9-16th
1951,n0-0rg,6849,2654,9-16th
1952,fragsters,6855,2654,9-16th
1953,space-soldiers,5929,2654,9-16th
1954,baghlan,7171,2654,9-16th
1955,extatus,6745,2654,9-16th
1956,vexilla,7583,2654,9-16th
1957,lavidaloca,7593,2654,9-16th
1958,vexed,6375,2667,1-2nd
1959,outlaws,7397,2667,1-2nd
1960,rush3d,4610,2667,3-4th
1961,darkpassage,7018,2667,3-4th
1962,deez-nuts,6570,2667,5-8th
1963,pride,6896,2667,5-8th
1964,epsilon-hype,7308,2667,5-8th
1965,kpi,7339,2667,5-8th
1966,mvp-pk,7354,2669,1st
1967,risky,6681,2669,2nd
1968,yetti,7278,2669,3-4th
1969,absolute,7581,2669,3-4th
1970,singularity,6978,2666,1st
1971,copenhagen-flames,7461,2666,2nd
1972,animals,7501,2666,3-4th
1973,fuah,7580,2666,3-4th
1974,espuma,4698,2666,5-6th
1975,roguemix,7582,2666,5-6th
1976,fragsters,6855,2666,7-8th
1977,tricked-academy,7551,2666,7-8th
1978,astralis,6665,2471,1st
1979,virtuspro,5378,2471,2nd
1980,sk,6137,2471,3-4th
1981,fnatic,4991,2471,3-4th
1982,natus-vincere,4608,2471,5-8th
1983,gambit,6651,2471,5-8th
1984,faze,6667,2471,5-8th
1985,north,7533,2471,5-8th
1986,liquid,5973,2471,9-11th
1987,godsent,6902,2471,9-11th
1988,envy,5991,2471,9-11th
1989,mousesports,4494,2471,12-14th
1990,g2,5995,2471,12-14th
1991,optic,6615,2471,12-14th
1992,hellraisers,5310,2471,15-16th
1993,flipsid3,5988,2471,15-16th
1994,recca,7344,2661,1st
1995,jyp,7491,2661,2nd
1996,signature,6774,2661,3-4th
1997,7642,7576,2661,3-4th
1998,mineski,6715,2661,5-8th
1999,titans,6779,2661,5-8th
2000,boot-ds,7567,2661,5-8th
2001,vindicta,7577,2661,5-8th
2002,clg,5974,2656,1-2nd
2003,misfits,7557,2656,1-2nd
2004,luminosity,6290,2656,3-4th
2005,nrg,6673,2656,3-4th
2006,denial,4643,2656,5-8th
2007,thegosucrew,7571,2656,5-8th
2008,rush,7104,2656,5-8th
2009,muffin-lightning,7220,2656,5-8th
2010,werise,7568,2656,9-16th
2011,lmnt,7569,2656,9-16th
2012,iemkt,7570,2656,9-16th
2013,galaxy,7572,2656,9-16th
2014,blight,7105,2656,9-16th
2015,what,7573,2656,9-16th
2016,royal-flush-seven,7574,2656,9-16th
2017,envision,7575,2656,9-16th
2018,ldlc,4674,2643,1-2nd
2019,heroic,7175,2643,1-2nd
2020,penta,5395,2643,3-4th
2021,rogue,7157,2643,3-4th
2022,luminosity,6290,2644,1-2nd
2023,rush,7104,2644,1-2nd
2024,splyce,6301,2644,3-4th
2025,selfless,6736,2644,3-4th
2026,godsent,6902,2653,1-2nd
2027,heroic,7175,2653,1-2nd
2028,mk,6959,2653,3-4th
2029,outlaws,7397,2653,3-4th
2030,alternate-attax,4501,2653,5-8th
2031,tricked,4602,2653,5-8th
2032,vexed,6375,2653,5-8th
2033,tricked-academy,7551,2653,5-8th
2034,pride,6896,2653,9-16th
2035,berzerk,5121,2653,9-16th
2036,penta,5395,2653,9-16th
2037,euronics,6343,2653,9-16th
2038,extatus,6745,2653,9-16th
2039,orgless-kings,7564,2653,9-16th
2040,team123,6758,2653,9-16th
2041,mvw,7565,2653,9-16th
2042,eunited,7106,2650,1st
2043,dethrone,6047,2650,2nd
2044,ronin,6707,2650,3rd
2045,dta,7563,2650,4th
2046,misfits,7557,2648,1-2nd
2047,renegades,6211,2648,1-2nd
2048,complexity,5005,2648,3rd
2049,liquid,5973,2648,4th
2050,luminosity,6290,2648,5-8th
2051,nrg,6673,2648,5-8th
2052,immortals,7010,2648,5-8th
2053,clg,5974,2648,5-8th
2054,mythic,5479,2648,9-16th
2055,splyce,6301,2648,9-16th
2056,tnt,5550,2648,9-16th
2057,blight,7105,2648,9-16th
2058,velox,6174,2648,9-16th
2059,ajax,7558,2648,9-16th
2060,clg-red,6242,2648,9-16th
2061,sbs,7559,2648,9-16th
2062,seven,6415,2651,1st
2063,warmonkeys,6854,2651,2nd
2064,flipsid3,5988,2566,1st
2065,big,7532,2566,2nd
2066,ldlc,4674,2566,3-4th
2067,heroic,7175,2566,3-4th
2068,vega-squadron,6094,2566,5-6th
2069,fnatic-academy,7169,2566,5-6th
2070,rogue,7157,2566,7-8th
2071,qwerty,7534,2566,7-8th
2072,envy,5991,2564,1st
2073,kinguin,6134,2564,2nd
2074,virtuspro,5378,2564,3rd
2075,space-soldiers,5929,2564,4th
2076,epsilon,4688,2564,5-8th
2077,darkpassage,7018,2564,5-8th
2078,tyloo,4863,2564,5-8th
2079,igamecom,7331,2564,5-8th
2080,k23,7244,2564,9-12th
2081,selfless,6736,2564,9-12th
2082,vgcyberzen,6773,2564,9-12th
2083,signature,6774,2564,9-12th
2084,colombia,6206,2564,13-16th
2085,ukraine,5144,2564,13-16th
2086,bravado,5158,2564,13-16th
2087,russia,7268,2564,13-16th
2088,reak,6631,2564,17-20th
2089,quetzal,5956,2564,17-20th
2090,five,6908,2564,17-20th
2091,teamone,6947,2564,17-20th
2092,subtle,7217,2564,21-23rd
2093,enzo,7324,2564,21-23rd
2094,jyp,7491,2564,21-23rd
2095,immunity,4791,2627,1-2nd
2096,dark-sided,7212,2627,1-2nd
2097,avant,5293,2627,3-4th
2098,legacy,6468,2627,3-4th
2099,progaming,6771,2646,1st
2100,mystical,7550,2646,2nd
2101,idm,6874,2646,3rd
2102,crashers,6788,2646,4th
2103,teamone,6947,2646,5-8th
2104,black-dragons,7081,2646,5-8th
2105,progamers,7125,2646,5-8th
2106,operation-kino,7302,2646,5-8th
2107,chiefs,6010,2647,1-4th
2108,animal-squad,6379,2647,1-4th
2109,parallax,7077,2647,1-4th
2110,legacy,6468,2647,1-4th
2111,immunity,4791,2647,5-6th
2112,syf,5607,2647,5-6th
2113,skyfire,6161,2647,7-8th
2114,dark-sided,7212,2647,7-8th
2115,1337,7523,2609,1st
2116,zarlans,7182,2609,2nd
2117,overdrive,7544,2609,3rd
2118,justmsi,7180,2609,4th
2119,quest,6597,2609,5-6th
2120,hamele,7545,2609,5-6th
2121,mothers,7165,2609,7-8th
2122,coldgame,7546,2609,7-8th
2123,mousesports,4494,2633,1-4th
2124,fnatic,4991,2633,1-4th
2125,gambit,6651,2633,1-4th
2126,faze,6667,2633,1-4th
2127,pride,6896,2633,5-8th
2128,hellraisers,5310,2633,5-8th
2129,flipsid3,5988,2633,5-8th
2130,g2,5995,2633,5-8th
2131,tricked,4602,2633,9-16th
2132,godsent,6902,2633,9-16th
2133,darkpassage,7018,2633,9-16th
2134,japaleno,7144,2633,9-16th
2135,heroic,7175,2633,9-16th
2136,norse,7318,2633,9-16th
2137,epg,7489,2633,9-16th
2138,big,7532,2633,9-16th
2139,rogue,7157,2538,1st
2140,ldlc,4674,2538,2nd
2141,kinguin,6134,2538,3-4th
2142,tainted-minds,7517,2538,3-4th
2143,bravado,5158,2538,5-6th
2144,muffin-lightning,7220,2538,5-6th
2145,tsm,5996,2538,7-8th
2146,rush,7104,2538,7-8th
2147,tsm,5996,2640,1st
2148,rush,7104,2640,2nd
2149,kinguin,6134,2634,1st
2150,ldlc,4674,2634,2nd
2151,rush3d,4610,2629,1st
2152,epg,7489,2629,2nd
2153,quantum-bellator-fire,7367,2629,3rd
2154,tengri,7145,2629,4th
2155,zarlans,7182,2629,5-6th
2156,1337,7523,2629,5-6th
2157,sniper-squad,7522,2629,7-8th
2158,booyaka,7524,2629,7-8th
2159,hegemonyperson,7528,2631,1st
2160,lynx,7526,2631,2nd
2161,master-grade,7094,2631,3rd
2162,wingsv,7527,2631,4th
2163,enzo,7324,2631,5-8th
2164,emp,7479,2631,5-8th
2165,starfactory,7525,2631,5-8th
2166,holyhigh,7530,2631,5-8th
2167,outlaws,7397,2630,1st
2168,singularity,6978,2630,2nd
2169,vexed,6375,2630,3rd
2170,ination,4803,2630,4th
2171,kpi,7339,2626,1st
2172,k1ck,6222,2626,2nd
2173,infinity,6461,2626,3rd
2174,raiders,7520,2626,4th
2175,x6tence,4468,2611,1st
2176,infinity,6461,2611,2nd
2177,gbots,5435,2611,3-4th
2178,k1ck,6222,2611,3-4th
2179,esuba,5412,2624,1st
2180,inside,7055,2624,2nd
2181,fraternitas,4573,2624,3rd
2182,eeriness,4970,2624,4th
2183,fnatic-academy,7169,2613,1st
2184,mvp-project,6474,2613,2nd
2185,vgcyberzen,6773,2613,3-4th
2186,five,6908,2613,3-4th
2187,tricked,4602,2623,1st
2188,rogue,7157,2623,2nd
2189,fragsters,6855,2623,3-4th
2190,singularity,6978,2623,3-4th
2191,magistra,6946,2623,5-6th
2192,animals,7501,2623,5-6th
2193,alpha,6807,2623,7-8th
2194,copenhagen-flames,7461,2623,7-8th
2195,faze,6667,2472,1-2nd
2196,godsent,6902,2472,1-2nd
2197,mousesports,4494,2472,3-5th
2198,optic,6615,2472,3-5th
2199,dignitas,5422,2472,3-5th
2200,g2,5995,2472,6-8th
2201,hellraisers,5310,2472,6-8th
2202,envy,5991,2472,6-8th
2203,vega-squadron,6094,2472,9-11th
2204,cloud9,5752,2472,9-11th
2205,immortals,7010,2472,9-11th
2206,nip,4411,2472,12-14th
2207,tyloo,4863,2472,12-14th
2208,clg,5974,2472,12-14th
2209,renegades,6211,2472,15-16th
2210,spirit,7020,2472,15-16th
2211,grinny-bankers,7139,2625,1st
2212,legacy,6468,2625,2nd
2213,avant,5293,2625,3rd
2214,stacked-like-pancakes,7519,2625,4th
2215,trident,5290,2625,5-6th
2216,skyfire,6161,2625,5-6th
2217,athletico,5680,2625,7-8th
2218,funky-monkeys,7218,2625,7-8th
2219,black-dragons,7081,2622,1st
2220,demonio,6769,2622,2nd
2221,tshow,6767,2622,3rd
2222,progaming,6771,2622,4th
2223,furious,6799,2622,5-8th
2224,teamone,6947,2622,5-8th
2225,kabumidm,7515,2622,5-8th
2226,uranus,7516,2622,5-8th
2227,divizon,7425,2617,1st
2228,euronics,6343,2617,2nd
2229,bluejays,5347,2617,3rd
2230,alternate-attax,4501,2617,4th
2231,outlaws,7397,2596,1st
2232,tricked,4602,2596,2nd
2233,darkpassage,7018,2596,3-4th
2234,epg,7489,2596,3-4th
2235,infused,4554,2596,5-8th
2236,fragsport,7405,2596,5-8th
2237,ha-masse,7472,2596,5-8th
2238,pride,6896,2596,5-8th
2239,singularity,6978,2596,9-16th
2240,no-problem,5909,2596,9-16th
2241,nexus,7187,2596,9-16th
2242,atb,6221,2596,9-16th
2243,venatores,7253,2596,9-16th
2244,dickhouse,6473,2596,9-16th
2245,vws,6756,2596,9-16th
2246,team123,6758,2596,9-16th
2247,heavystompers,7204,2621,1st
2248,inet,7514,2621,2nd
2249,skinlordz,7511,2620,1st
2250,tris-sviitras,7512,2620,2nd
2251,bfs,7513,2620,3rd
2252,vexed,6375,2618,1st
2253,queen-consolidated,5941,2618,2nd
2254,ldlc,4674,2618,3-4th
2255,begenius,6131,2618,3-4th
2256,outlaws,7397,2612,1st
2257,resistance,7497,2612,2nd
2258,brewtopia,7449,2612,3-4th
2259,levelone,7499,2612,3-4th
2260,overpowered,7095,2612,5-6th
2261,twisted,7502,2612,5-6th
2262,cs-gors,6793,2612,7-8th
2263,aria,7495,2612,7-8th
2264,epsilon,4688,2599,1st
2265,vgcyberzen,6773,2599,2nd
2266,igamecom,7331,2599,3rd
2267,tyloo,4863,2599,4th
2268,jyp,7491,2599,5-6th
2269,ex-g3x,7503,2599,5-6th
2270,immunity,4791,2599,7-8th
2271,born-of-fire,6502,2599,7-8th
2272,edg,6747,2599,9-10th
2273,innova,6785,2599,9-10th
2274,astralis,6665,2367,1st
2275,optic,6615,2367,2nd
2276,envy,5991,2367,3-4th
2277,sk,6137,2367,3-4th
2278,dignitas,5422,2367,5-6th
2279,faze,6667,2367,5-6th
2280,cloud9,5752,2367,7-8th
2281,immortals,7010,2367,7-8th
2282,jaguar,7504,2616,1st
2283,colombia,6206,2616,2nd
2284,unk1nd,7505,2616,3rd
2285,vortex,7506,2616,4th
2286,bots,7509,2615,1st
2287,funky-monkeys,7218,2615,2nd
2288,ssu-white,7130,2615,3-4th
2289,ath-academy,7492,2615,3-4th
2290,tricked,4602,2619,1-8th
2291,rogue,7157,2619,1-8th
2292,hellraisers,5310,2619,1-8th
2293,norse,7318,2619,1-8th
2294,epg,7489,2619,1-8th
2295,pride,6896,2619,1-8th
2296,hmm,7507,2619,1-8th
2297,darkpassage,7018,2619,1-8th
2298,alternate-attax,4501,2619,9-16th
2299,japaleno,7144,2619,9-16th
2300,fnatic-academy,7169,2619,9-16th
2301,k1ck,6222,2619,9-16th
2302,vexed,6375,2619,9-16th
2303,copenhagen-flames,7461,2619,9-16th
2304,nevermind,6683,2619,9-16th
2305,gcg,7508,2619,9-16th
2306,k1ck-oldschool,7326,2610,1st
2307,k1ck,4469,2610,2nd
2308,alientech,5524,2610,3rd
2309,exotic-island,6964,2610,4th
2310,fmesports,4445,2593,1st
2311,endpoint,7234,2593,2nd
2312,penta,5395,2608,1st
2313,tricked,4602,2608,2nd
2314,ldlc,4674,2608,3-4th
2315,rogue,7157,2608,3-4th
2316,alternate-attax,4501,2608,5-8th
2317,tengri,7145,2608,5-8th
2318,epsilon-hype,7308,2608,5-8th
2319,norse,7318,2608,5-8th
2320,cs-gors,6793,2607,1-4th
2321,aria,7495,2607,1-4th
2322,resistance,7497,2607,1-4th
2323,levelone,7499,2607,1-4th
2324,brewtopia,7449,2607,5-8th
2325,likewecare,7496,2607,5-8th
2326,psychoactive,7498,2607,5-8th
2327,hejt,7500,2607,5-8th
2328,tyloo,4863,2589,1st
2329,vgcyberzen,6773,2589,2nd
