,team,teamcode,eventcode,placement
817,godsent,6902,3251,5-6th
818,extatus,6745,3251,7-8th
819,windigo,8513,3251,7-8th
820,renegades,6211,3190,1st
821,virtuspro,5378,3190,2nd
822,hellraisers,5310,3190,3rd
823,heroic,7175,3190,4th
824,spirit,7020,3190,5-6th
825,flash,7660,3190,5-6th
826,tyloo,4863,3190,7-8th
827,havu,7865,3190,7-8th
828,tainted-minds,7517,2895,1st
829,grayhound,8008,2895,2nd
830,chiefs,6010,2895,3rd
831,athletico,5680,2895,4th
832,ldlc,4674,3232,1st
833,big,7532,3232,2nd
834,aaa,5639,3232,3rd
835,ares,8242,3232,4th
836,valiance,8481,3293,1st
837,tricked,4602,3293,2nd
838,toxic,8490,3293,3-4th
839,epg-academy,8509,3293,3-4th
840,alternate-attax,4501,3293,5-6th
841,vexed,6375,3293,5-6th
842,singularity,6978,3293,7-8th
843,sharks,8113,3293,7-8th
844,toxic,8490,3294,1st
845,eziskins,8505,3294,2nd
846,lpsp,8465,3294,3-4th
847,eyez-on,8489,3294,3-4th
848,envyus-academy,7856,3305,1st
849,alternate-attax,4501,3305,2nd
850,esuba,5412,3305,3-4th
851,venatores,7253,3305,3-4th
852,nexus,7187,3305,5-8th
853,nova,7787,3305,5-8th
854,goodjob,7820,3305,5-8th
855,spirit-academy,7900,3305,5-8th
856,nova,7787,3310,1-4th
857,wasd,7668,3310,1-4th
858,resistance,7497,3310,1-4th
859,elquvet,7427,3310,1-4th
860,venatores,7253,3310,5-8th
861,izako-boars,7681,3310,5-8th
862,spirit-academy,7900,3310,5-8th
863,crew,8492,3310,5-8th
864,5power,7092,3240,1st
865,grayhound,8008,3240,2nd
866,mineski,6715,3240,3-4th
867,signature,6774,3240,3-4th
868,athletico,5680,3240,5-8th
869,fire-dragoon,7421,3240,5-8th
870,akara,8208,3240,5-8th
871,vikings,8330,3240,5-8th
872,luminosity,6290,2938,1st
873,clg,5974,2938,2nd
874,complexity,5005,2938,3rd
875,misfits,7557,2938,4th
876,tempo-storm,6118,2938,5-8th
877,vault,6366,2938,5-8th
878,gorilla-core,7880,2938,5-8th
879,gale-force,8181,2938,5-8th
880,gbots,5435,3264,1-4th
881,wololos,7080,3264,1-4th
882,mad-lions,8362,3264,1-4th
883,ramboot,8508,3264,1-4th
884,panthers,4981,3264,5-8th
885,defining-stars,8166,3264,5-8th
886,easy-qualifier,8506,3264,5-8th
887,hedgehogs,8507,3264,5-8th
888,avangar,8120,3250,1st
889,quantum-bellator-fire,7367,3250,2nd
890,spirit,7020,3250,3rd
891,pro100,7898,3250,4th
892,nemiga,7969,3250,5-6th
893,forze,8135,3250,5-6th
894,tengri,7145,3250,7-8th
895,notbad,7610,3250,7-8th
896,renegades,6211,3249,1st
897,tyloo,4863,3249,2nd
898,flash,7660,3249,3rd
899,mvp-pk,7354,3249,4th
900,tainted-minds,7517,3249,5-6th
901,kings,8021,3249,5-6th
902,themongolz,6248,3249,7-8th
903,boot-ds,7567,3249,7-8th
904,sk,6137,3133,1st
905,virtuspro,5378,3133,2nd
906,g2,5995,3133,3rd
907,astralis,6665,3133,4th
908,faze,6667,3133,5-6th
909,north,7533,3133,5-6th
910,liquid,5973,3133,7-8th
911,gambit,6651,3133,7-8th
912,kinguin,6134,3204,1st
913,endpoint,7234,3204,2nd
914,panthers,6693,3204,3-4th
915,movistar-riders,7718,3204,3-4th
916,giants,4949,3204,5-6th
917,ex-outlaws,8347,3204,5-6th
918,kpi,7339,3204,7-8th
919,envyus-academy,7856,3204,7-8th
920,5power,7092,3178,1st
921,athletico,5680,3178,2nd
922,recca,7344,3178,3-4th
923,scarz-absolute,7962,3178,3-4th
924,gametv,8499,3178,5-8th
925,ardeont-academy,8500,3178,5-8th
926,goldenmix,8225,3178,5-8th
927,beyond,8262,3178,5-8th
928,tnc,5257,3178,9-12th
929,one-time-wonder,8333,3178,9-12th
930,mammoth,8493,3178,9-12th
931,virtual-genesis,8205,3178,9-12th
932,bootkamp,8382,3301,1st
933,furia,8297,3301,2nd
934,isurus,7653,3301,3-4th
935,kitsune,8122,3301,3-4th
936,intz,6619,3301,5-8th
937,wolfpack,7851,3301,5-8th
938,c4,8051,3301,5-8th
939,brasil-gaming-house,8411,3301,5-8th
940,valiance,8481,3014,1st
941,mk,6959,3014,2nd
942,ex-outlaws,8347,3014,3rd
943,nexus,7187,3014,4th
944,gameagents,6652,3014,5th
945,resistance,7497,3014,6th
946,kliktech,8127,3014,7th
947,squared,7669,3014,8th
948,ago,8068,3262,1st
949,virtuspro,5378,3262,2nd
950,pride,6896,3262,3-4th
951,tomorrow,7000,3262,3-4th
952,pompa,8209,3262,5-8th
953,seal,8361,3262,5-8th
954,the-legion,8477,3262,5-8th
955,check-point,8482,3262,5-8th
956,liquid,5973,3153,1-2nd
957,faze,6667,3153,1-2nd
958,tyloo,4863,3153,3-4th
959,vega-squadron,6094,3153,3-4th
960,loathe,8494,3307,1st
961,puriseura,8496,3307,2nd
962,vitalis,8105,3307,3-4th
963,vemvi,8495,3307,3-4th
964,ex-outlaws,8347,3284,1st
965,nexus,7187,3284,2nd
966,opaa,7743,3284,3-4th
967,spirit-academy,7900,3284,3-4th
968,goodjob,7820,3284,5-6th
969,prophecy,8032,3284,5-6th
970,method,6132,3284,7-8th
971,gameagents,6652,3284,7-8th
972,esuba,5412,3304,1st
973,eeriness,4970,3304,2nd
974,quantum-bellator-fire,7367,3245,1st
975,russia,5138,3245,2nd
976,aaa,5639,3306,1st
977,envyus-academy,7856,3306,2nd
978,alientech,5524,3302,1st
979,giants,4949,3302,2nd
980,sharks,8113,3302,3rd
981,hexagone,7463,3302,4th
982,spirit-academy,7900,3297,1st
983,epg,7489,3297,2nd
984,goodjob,7820,3297,3rd
985,dreameaters,8305,3297,4th
986,cloud9,5752,2573,1st
987,big,7532,2573,2nd
988,mousesports,4494,2573,3-4th
989,renegades,6211,2573,3-4th
990,ldlc,4674,2573,5-6th
991,clg,5974,2573,5-6th
992,tempo-storm,6118,2573,7-8th
993,nrg,6673,2573,7-8th
994,flash,7660,2921,1st
995,eclipse,7892,2921,2nd
996,kings,8021,2921,3-4th
997,vici,7606,2921,3-4th
998,scarz-absolute,7962,2921,5-8th
999,boot-ds,7567,2921,5-8th
1000,nasr,8211,2921,5-8th
1001,beyond,8262,2921,5-8th
1002,kharum,7806,2921,9-12th
1003,recca,7344,2921,9-12th
1004,entity,7348,2921,9-12th
1005,fire-dragoon,7421,2921,9-12th
1006,mineski,6715,2921,13-15th
1007,talon,8210,2921,13-15th
1008,utm,7655,2921,13-15th
1009,havu,7865,3280,1-2nd
1010,nyyrikki,8485,3280,1-2nd
1011,skitlite,6263,3280,3-4th
1012,turbobricks,8487,3280,3-4th
1013,acapella,8425,3279,1-2nd
1014,infurity,8488,3279,1-2nd
1015,fact-revolution,8078,3279,3-4th
1016,naniiiiiiiii,8486,3279,3-4th
1017,toxic,8490,3278,1-2nd
1018,fsnus,8491,3278,1-2nd
1019,struggletony,7875,3278,3-4th
1020,eyez-on,8489,3278,3-4th
1021,passions,7124,3277,1-2nd
1022,hasselsnok,8279,3277,1-2nd
1023,awtr,4804,3277,3-4th
1024,singularity,6978,3277,3-4th
1025,russian-forces,8483,3303,1st
1026,ex-lc,8484,3303,2nd
1027,fragsters,6855,3263,1st
1028,north-academy,7713,3263,2nd
1029,tricked,4602,3263,3-4th
1030,heroic,7175,3263,3-4th
1031,opaa,7743,3263,5-8th
1032,odense,8010,3263,5-8th
1033,rollerz,8479,3263,5-8th
1034,hydras,8480,3263,5-8th
1035,kon-sweden,6418,3104,1st
1036,kon-denmark,6417,3104,2nd
1037,kon-norway,6419,3104,3rd
1038,kon-finland,6420,3104,4th
1039,misfits,7557,3298,1st
1040,immortals,7010,3298,2-3rd
1041,soar,8384,3298,2-3rd
1042,reason,5208,3285,1st
1043,odense,8010,3285,2nd
1044,main-street,7714,3285,3-4th
1045,forcebuy,7732,3285,3-4th
1046,roughtimes,8081,3285,5-6th
1047,adaptation,8342,3285,5-6th
1048,vulture,8427,3285,7th
1049,godsent,6902,3261,1st
1050,fnatic,4991,3261,2nd
1051,passions,7124,3261,3-4th
1052,japaleno,7144,3261,3-4th
1053,crowns,7168,3261,5-8th
1054,team5,8392,3261,5-8th
1055,kindest-regards,8426,3261,5-8th
1056,sweden,8475,3261,5-8th
1057,ago,8068,3291,1st
1058,kinguin,6134,3291,2nd
1059,avangar,8120,3291,3-4th
1060,seed,8452,3291,3-4th
1061,binary-dragons,6669,3291,5-8th
1062,singularity,6978,3291,5-8th
1063,quantum-bellator-fire,7367,3291,5-8th
1064,forze,8135,3291,5-8th
1065,ehome,7024,3286,1st
1066,lgd,6899,3286,2nd
1067,eclipsezb,8470,3286,3rd
1068,roughshark,6633,3286,4th
1069,emp,7479,3286,5th
1070,epg,7489,3296,1-4th
1071,goodjob,7820,3296,1-4th
1072,spirit-academy,7900,3296,1-4th
1073,dreameaters,8305,3296,1-4th
1074,space-jam,7017,3296,5-8th
1075,dream,8339,3296,5-8th
1076,shipachi,8404,3296,5-8th
1077,deepdarkdanger,8462,3296,5-8th
1078,noreg,8473,3260,1st
1079,vitalis,8105,3260,2nd
1080,chaos,7197,3260,3-4th
1081,havu,7865,3260,3-4th
1082,spirit-academy,7900,3288,1st
1083,binary-dragons,6669,3288,2nd
1084,tengri,7145,3288,3-4th
1085,lpsp,8465,3288,3-4th
1086,epsilon,4688,3288,5-8th
1087,gameagents,6652,3288,5-8th
1088,nexus,7187,3288,5-8th
1089,epg,7489,3288,5-8th
1090,grayhound,8008,3129,1st
1091,chiefs,6010,3129,2nd
1092,tainted-minds,7517,3129,3rd
1093,athletico,5680,3129,4th
1094,sin,8321,3129,5th
1095,dark-sided,7212,3129,6th
1096,avant,5293,3129,7th
1097,kings,8021,3129,8th
1098,skitlite,6263,3287,1st
1099,rat-gang,8471,3287,2nd
1100,gosu,7435,3287,3-4th
1101,fc-lahti-menace,8445,3287,3-4th
1102,khunnu,7807,3282,1st
1103,again,8469,3282,2nd
1104,themongolz,6248,3282,3rd
1105,kharum,7806,3282,4th
1106,flash,7660,3212,1st
1107,5power,7092,3212,2nd
1108,new4,4865,3212,3rd
1109,vici,7606,3212,4th
1110,scarz-absolute,7962,3212,5-6th
1111,uya,7716,3212,5-6th
1112,lgd,6899,3212,7-8th
1113,aerowolf,8207,3212,7-8th
1114,wg,8143,3212,9-10th
1115,number,8409,3212,9-10th
1116,five,6908,3212,11-12th
1117,max,8118,3212,11-12th
1118,mociustempler,7368,3212,13-14th
1119,rte,7480,3212,13-14th
1120,themongolz,6248,3212,15-16th
1121,otfs,8390,3212,15-16th
1122,space-soldiers,5929,3255,1-2nd
1123,optic,6615,3255,1-2nd
1124,envy,5991,3255,3-5th
1125,ago,8068,3255,3-5th
1126,ex-outlaws,8347,3255,3-5th
1127,extatus,6745,3255,6-8th
1128,godsent,6902,3255,6-8th
1129,pride,6896,3255,6-8th
1130,nip,4411,3255,9-11th
1131,heroic,7175,3255,9-11th
1132,binary-dragons,6669,3255,9-11th
1133,hellraisers,5310,3255,12-14th
1134,kinguin,6134,3255,12-14th
1135,team5,8392,3255,12-14th
1136,ldlc,4674,3255,15-16th
1137,japaleno,7144,3255,15-16th
1138,complexity,5005,3257,1-2nd
1139,nrg,6673,3257,1-2nd
1140,french-canadians,7616,3257,3-5th
1141,luminosity,6290,3257,3-5th
1142,rise-nation,7924,3257,3-5th
1143,immortals,7010,3257,6-8th
1144,misfits,7557,3257,6-8th
1145,soar,8384,3257,6-8th
1146,tempo-storm,6118,3257,9-12th
1147,splyce,6301,3257,9-12th
1148,gale-force,8181,3257,9-12th
1149,rogue,7157,3257,9-12th
1150,ghost,7801,3257,13-16th
1151,clg-academy,7878,3257,13-16th
1152,beacon,7961,3257,13-16th
1153,naventic,8328,3257,13-16th
1154,mousesports,4494,3183,1st
1155,gambit,6651,3183,2nd
1156,vega-squadron,6094,3183,3-4th
1157,seed,8452,3183,3-4th
1158,alternate-attax,4501,3183,5-8th
1159,tricked,4602,3183,5-8th
1160,panthers,6693,3183,5-8th
1161,singularity,6978,3183,5-8th
1162,teamone,6947,3258,1st
1163,isurus,7653,3258,2nd
1164,intz,6619,3258,3-4th
1165,c4,8051,3258,3-4th
1166,entity,7348,3242,1st
1167,2ez,8460,3242,2nd
1168,brutality,6352,3242,3rd
1169,shooting-monkeys,8048,3242,4th
1170,iyati,8000,3242,5-6th
1171,excellence-of-execution,8461,3242,5-6th
1172,semperx,8047,3242,7th
1173,forze,8135,3281,1st
1174,space-jam,7017,3281,2nd
1175,hatemania,7174,3281,3rd
1176,kinguin,6134,3254,1-8th
1177,ago,8068,3254,1-8th
1178,binary-dragons,6669,3254,1-8th
1179,extatus,6745,3254,1-8th
1180,ex-outlaws,8347,3254,1-8th
1181,pride,6896,3254,1-8th
1182,team5,8392,3254,1-8th
1183,japaleno,7144,3254,1-8th
1184,berzerk,5121,3254,9-16th
1185,1337huania,7552,3254,9-16th
1186,dignitas,5422,3254,9-16th
1187,envyus-academy,7856,3254,9-16th
1188,orion,8308,3254,9-16th
1189,lpsp,8465,3254,9-16th
1190,chaos,7197,3254,9-16th
1191,rakosi,8466,3254,9-16th
1192,beacon,7961,3256,1-8th
1193,tempo-storm,6118,3256,1-8th
1194,gale-force,8181,3256,1-8th
1195,naventic,8328,3256,1-8th
1196,french-canadians,7616,3256,1-8th
1197,soar,8384,3256,1-8th
1198,clg-academy,7878,3256,1-8th
1199,rise-nation,7924,3256,1-8th
1200,mythic,5479,3256,9-16th
1201,broken-alliance,6811,3256,9-16th
1202,nitrious,8241,3256,9-16th
1203,muffin-lightning,7220,3256,9-16th
1204,good-people,8349,3256,9-16th
1205,morior-invictus,7723,3256,9-16th
1206,scottys-scooter,8467,3256,9-16th
1207,surkadurk,8468,3256,9-16th
1208,faze,6667,3016,1st
1209,astralis,6665,3016,2nd
1210,cloud9,5752,3016,3-4th
1211,north,7533,3016,3-4th
1212,g2,5995,3016,5-8th
1213,fnatic,4991,3016,5-8th
1214,heroic,7175,3016,5-8th
1215,envy,5991,3016,5-8th
1216,nip,4411,3016,9-12th
1217,sk,6137,3016,9-12th
1218,natus-vincere,4608,3016,9-12th
1219,immortals,7010,3016,9-12th
1220,mousesports,4494,3016,13-16th
1221,renegades,6211,3016,13-16th
1222,virtuspro,5378,3016,13-16th
1223,liquid,5973,3016,13-16th
1224,quantum-bellator-fire,7367,3244,1st
1225,forze,8135,3244,2nd
1226,deepdarkdanger,8462,3244,3-4th
1227,bivaetitak,8463,3244,3-4th
1228,tricked,4602,3265,1st
1229,igamecom,7331,3265,2nd
1230,singularity,6978,3265,3-4th
1231,japaleno,7144,3265,3-4th
1232,bx3,4606,3265,5-8th
1233,reason,5208,3265,5-8th
1234,passions,7124,3265,5-8th
1235,menikmati,8420,3265,5-8th
1236,space-soldiers,5929,3219,1st
1237,havu,7865,3219,2nd
1238,dignitas,5422,3219,3-4th
1239,ago,8068,3219,3-4th
1240,mousesports,4494,3219,5-8th
1241,hellraisers,5310,3219,5-8th
1242,heroic,7175,3219,5-8th
1243,envy,5991,3219,5-8th
1244,pride,6896,3219,9-12th
1245,godsent,6902,3219,9-12th
1246,ex-outlaws,8347,3219,9-12th
1247,north-academy,7713,3219,9-12th
1248,snabbabrillor,8186,3219,13-19th
1249,alternate-attax,4501,3219,13-19th
1250,kindest-regards,8426,3219,13-19th
1251,igamecom,7331,3219,13-19th
1252,envyus-academy,7856,3219,13-19th
1253,binary-dragons,6669,3219,13-19th
1254,fragsters,6855,3219,13-19th
1255,liquid,5973,3152,1st
1256,cloud9,5752,3152,2nd
1257,optic,6615,3152,3rd
1258,luminosity,6290,3152,4th
1259,clg,5974,3152,5-6th
1260,nrg,6673,3152,5-6th
1261,immortals,7010,3152,7-8th
1262,misfits,7557,3152,7-8th
1263,vega-squadron,6094,3151,1st
1264,natus-vincere,4608,3151,2nd
1265,avangar,8120,3151,3rd
1266,spirit,7020,3151,4th
1267,flipsid3,5988,3151,5-6th
1268,quantum-bellator-fire,7367,3151,5-6th
1269,spirit-academy,7900,3151,7-8th
1270,forze,8135,3151,7-8th
1271,kings,8021,3134,1-2nd
1272,mvp-pk,7354,3134,1-2nd
1273,grayhound,8008,3134,3-4th
1274,5power,7092,3134,3-4th
1275,recca,7344,3134,5-6th
1276,tainted-minds,7517,3134,5-6th
1277,athletico,5680,3134,7-8th
1278,nasr,8211,3134,7-8th
1279,boot-ds,7567,3134,9-10th
1280,legacy,6468,3134,9-10th
1281,chiefs,6010,3134,11-12th
1282,themongolz,6248,3134,11-12th
1283,nip,4411,3157,1st
1284,mousesports,4494,3157,2nd
1285,hellraisers,5310,3157,3-4th
1286,big,7532,3157,3-4th
1287,binary-dragons,6669,3157,5-8th
1288,north-academy,7713,3157,5-8th
1289,envyus-academy,7856,3157,5-8th
1290,pride,6896,3157,5-8th
1291,avangar,8120,3157,9-12th
1292,extatus,6745,3157,9-12th
1293,fragsters,6855,3157,9-12th
1294,mk,6959,3157,9-12th
1295,spirit,7020,3157,13-16th
1296,ex-outlaws,8347,3157,13-16th
1297,spirit-academy,7900,3157,13-16th
1298,nemiga,7969,3157,13-16th
1299,forze,8135,3157,17-18th
1300,epg,7489,3157,17-18th
1301,igamecom,7331,3157,19-20th
1302,ares,8242,3157,19-20th
1303,pro100,7898,3253,1-4th
1304,quantum-bellator-fire,7367,3253,1-4th
1305,avangar,8120,3253,1-4th
1306,notbad,7610,3253,1-4th
1307,fontan,7844,3253,5-6th
1308,fantazeri,8459,3253,5-6th
1309,weplay,5337,3253,7-8th
1310,nemiga,7969,3253,7-8th
1311,space-jam,7017,3253,9-16th
1312,hatemania,7174,3253,9-16th
1313,1bullet,8009,3253,9-16th
1314,mimimishki,7521,3253,9-16th
1315,forze,8135,3253,9-16th
1316,dreameaters,8305,3253,9-16th
1317,nova,7787,3253,9-16th
1318,dream,8339,3253,9-16th
1319,euronics,6343,3207,1st
1320,vitalis,8105,3207,2nd
1321,esuba,5412,3207,3-4th
1322,1337huania,7552,3207,3-4th
1323,spirit-academy,7900,3207,5-8th
1324,gameagents,6652,3207,5-8th
1325,forze,8135,3207,5-8th
1326,pro100,7898,3207,5-8th
1327,epg,7489,3207,9-12th
1328,menikmati,8420,3207,9-12th
1329,movistar-riders,7718,3207,9-12th
1330,goodjob,7820,3207,9-12th
1331,maskinisterna,8458,3270,1st
1332,chupas,8184,3270,2nd
1333,popcornplokker,7908,3270,3-4th
1334,ggnore,8457,3270,3-4th
1335,russia,5138,3243,1st
1336,quantum-bellator-fire,7367,3243,2nd
1337,spirit,7020,3243,3-4th
1338,spirit-academy,7900,3243,3-4th
1339,ares,8242,3269,1st
1340,envyus-academy,7856,3269,2nd
1341,isurus,7653,2935,1st
1342,intz,6619,2935,2nd
1343,teamone,6947,2935,3rd
1344,hafnet,8125,2935,4th
1345,progaming,6771,2935,5-8th
1346,merciless,7614,2935,5-8th
1347,glacon,7936,2935,5-8th
1348,dynasty,8272,2935,5-8th
1349,faze,6667,3150,1st
1350,nip,4411,3150,2nd
1351,hellraisers,5310,3150,3rd
1352,heroic,7175,3150,4th
1353,fnatic,4991,3150,5-6th
1354,space-soldiers,5929,3150,5-6th
1355,mousesports,4494,3150,7-8th
1356,big,7532,3150,7-8th
1357,boot-ds,7567,3267,1st
1358,quadruno,8453,3267,2nd
1359,secretboys,8455,3267,3rd
1360,battleon,8454,3267,4th
1361,pride,6896,3266,1st
1362,tomorrow,7000,3266,2nd
1363,venatores,7253,3266,3-4th
1364,off-mode-black,8103,3266,3-4th
1365,sharks,8113,3268,1st
1366,alientech,5524,3268,2nd
1367,electronik-generation,8167,3268,3-4th
1368,bad,8456,3268,3-4th
1369,gameagents,6652,3238,1st
1370,slovakia,5141,3238,2nd
1371,switzerland,5113,3238,3-4th
1372,g,8066,3238,3-4th
1373,energy,5153,3239,1st
1374,bravado,5158,3239,2nd
1375,limitless,8283,3239,3rd
1376,viboras,6643,3239,4th
1377,tricked,4602,3101,1st
1378,ago,8068,3101,2nd
1379,singularity,6978,3101,3-4th
1380,north-academy,7713,3101,3-4th
1381,alternate-attax,4501,3101,5-6th
1382,mk,6959,3101,5-6th
1383,euronics,6343,3101,7-8th
1384,final,8027,3101,7-8th
1385,bootkamp,8382,3229,1st
1386,merciless,7614,3229,2nd
1387,keyd-stars,6033,3229,3-4th
1388,teamone,6947,3229,3-4th
1389,spirit,7020,3195,1st
1390,avangar,8120,3195,2nd
1391,forze,8135,3195,3-4th
1392,vega-squadron,6094,3195,3-4th
1393,flipsid3,5988,3195,5-8th
1394,pro100,7898,3195,5-8th
1395,nemiga,7969,3195,5-8th
1396,sherifi,8043,3195,5-8th
1397,epg,7489,3195,9-12th
1398,goodjob,7820,3195,9-12th
1399,spirit-academy,7900,3195,9-12th
1400,tengri,7145,3195,9-12th
1401,teamasd,7819,3195,13-20th
1402,dream,8339,3195,13-20th
1403,space-jam,7017,3195,13-20th
1404,forzefy,8380,3195,13-20th
1405,khans,8391,3195,13-20th
1406,comanche,7101,3195,13-20th
1407,spraynpray,7264,3195,13-20th
1408,quantum-bellator-fire,7367,3195,13-20th
1409,endpoint,7234,3237,1st
1410,excel,6113,3237,2nd
1411,infused,4554,3237,3-4th
1412,method,6132,3237,3-4th
1413,havu,7865,3246,1st
1414,vitalis,8105,3246,2nd
1415,nemiga,7969,3236,1st
1416,ex-outlaws,8347,3236,2nd
1417,bpro,6762,3236,3-4th
1418,goodjob,7820,3236,3-4th
1419,space-soldiers,5929,3234,1st
1420,orion,8308,3234,2nd
1421,darkpassage,7018,3234,3-4th
1422,royal-bandits,8263,3234,3-4th
1423,vrn,8449,3241,1st
1424,mad-wolves,8450,3241,2nd
1425,infernal-wrath,8448,3241,3-4th
1426,beastly,8451,3241,3-4th
1427,envy,5991,3235,1st
1428,limitless,8441,3235,2nd
1429,ares,8242,3235,3-4th
1430,rb,8385,3235,3-4th
1431,klim,7816,3235,5-8th
1432,mer-il-et-fou,7818,3235,5-8th
1433,envyus-academy,7856,3235,5-8th
1434,dogdown,7858,3235,5-8th
1435,optic,6615,3139,1st
1436,renegades,6211,3139,2nd
1437,clg,5974,3139,3-4th
1438,nrg,6673,3139,3-4th
1439,torqued,5906,3139,5-8th
1440,luminosity,6290,3139,5-8th
1441,misfits,7557,3139,5-8th
1442,tempo-storm,8221,3139,5-8th
1443,envy,5991,3137,1st
1444,mousesports,4494,3137,2nd
1445,ldlc,4674,3137,3-4th
1446,north,7533,3137,3-4th
1447,natus-vincere,4608,3137,5-8th
1448,fnatic,4991,3137,5-8th
1449,big,7532,3137,5-8th
1450,ex-outlaws,8347,3137,5-8th
1451,resistance,7497,3222,1st
1452,zerogp,7183,3222,2nd
1453,midoli,5760,3222,3-4th
1454,netrunners,7738,3222,3-4th
1455,misfits,7557,3225,1st
1456,renegades,6211,3225,2nd
1457,clg,5974,3225,3-4th
1458,optic,6615,3225,3-4th
1459,complexity,5005,3225,5-8th
1460,torqued,5906,3225,5-8th
1461,luminosity,6290,3225,5-8th
1462,rise-nation,7924,3225,5-8th
1463,nexus,7187,3223,1st
1464,fcsb,8439,3223,2nd
1465,invictus-aquilas,7870,3223,3rd
1466,turning-point,8440,3223,4th
1467,entity,7348,3230,1st
1468,shooting-monkeys,8048,3230,2nd
1469,eternal,8145,3230,3rd
1470,brutality,6352,3230,4th
1471,vega-squadron,6094,3189,1st
1472,vici,7606,3189,2nd
1473,boot-ds,7567,3189,3rd
1474,goldenmix,8225,3189,4th
1475,esuba,5412,3233,1st
1476,universe,7442,3233,2nd
1477,big,7532,3156,1st
1478,euronics,6343,3156,2nd
1479,berzerk,5121,3156,3-4th
1480,ayb,8190,3156,3-4th
1481,havu,7865,3231,1st
1482,vitalis,8105,3231,2nd
1483,skitlite,6263,3231,3-4th
1484,conquer,7434,3231,3-4th
1485,rize,5185,3231,5-6th
1486,rehti,7642,3231,5-6th
1487,fc-lahti-menace,8445,3231,7-8th
1488,crystal-bears,8446,3231,7-8th
1489,next-generation,8282,3226,1st
1490,aimers-alive,7151,3226,2nd
1491,nasr,8211,3226,3rd
1492,spotnet,7728,3226,4th
1493,rvn,5167,3226,5-8th
1494,yalla,8280,3226,5-8th
1495,archnemesis,8442,3226,5-8th
1496,phoenix,8443,3226,5-8th
1497,forge,8444,3227,1st
1498,mkers,8447,3227,2nd
1499,luminosity,6290,3058,1-2nd
1500,ghost,7801,3058,1-2nd
1501,misfits,7557,3058,3-4th
1502,tempo-storm,6118,3058,3-4th
1503,virtuspro,5378,3057,1-2nd
1504,heroic,7175,3057,1-2nd
1505,dignitas,5422,3057,3-4th
1506,space-soldiers,5929,3057,3-4th
1507,isurus,7653,3213,1st
1508,furia,8297,3213,2nd
1509,en9my,7852,3213,3-4th
1510,intz,6619,3213,3-4th
1511,merciless,7614,3213,5-8th
1512,keymotion,8123,3213,5-8th
1513,bootkamp,8382,3213,5-8th
1514,brasil-gaming-house,8411,3213,5-8th
1515,ukraine,5144,3220,1st
1516,pro100,7898,3220,2nd
1517,mbi-mukc,8437,3220,3-4th
1518,leny4evateli,8438,3220,3-4th
1519,flash,7660,3194,1st
1520,boot-ds,7567,3194,2nd
1521,vici,7606,3194,3-4th
1522,5power,7092,3194,3-4th
1523,lgd,6899,3194,5-8th
1524,mvp-pk,7354,3194,5-8th
1525,eclipse,7892,3194,5-8th
1526,emp,7479,3194,5-8th
1527,five,6908,3194,9-11th
1528,wnv,7798,3194,9-11th
1529,invictus,7966,3194,9-11th
1530,new4,4865,3194,12-14th
1531,max,8118,3194,12-14th
1532,otfs,8390,3194,12-14th
1533,uya,7716,3194,15-16th
1534,ae,7371,3194,15-16th
1535,wasd,7668,3035,1st
1536,bluejays,5347,3035,2nd
1537,outlaws,7397,3035,3rd
1538,vexed-academy,8183,3035,4th
1539,squared,7669,3035,5th
1540,tricked,4602,3035,6-9th
1541,imperial,7701,3035,6-9th
1542,attackieren,7946,3035,6-9th
1543,comanche,7101,3035,6-9th
1544,bpro,6762,3035,9-11th
1545,gux-friends,7998,3035,9-11th
1546,ayb,8190,3035,9-11th
1547,fraternitas,4573,3035,13-16th
1548,coldgame,7546,3035,13-16th
1549,ftwevo,6411,3035,13-16th
1550,ha-masse,7472,3035,13-16th
1551,main-street,7714,3202,1st
1552,faceit-grind,8287,3202,2nd
1553,odense,8010,3202,3-4th
1554,vulture,8427,3202,3-4th
1555,ambush,7674,3202,5-8th
1556,preanus,7986,3202,5-8th
1557,roughtimes,8081,3202,5-8th
1558,kaos,8357,3202,5-8th
1559,nrg,6673,3200,1st
1560,tempo-storm,6118,3200,2nd
1561,ghost,7801,3200,3-4th
1562,renegades,6211,3200,3-4th
1563,denial,4643,3200,5-8th
1564,rogue,7157,3200,5-8th
1565,luminosity,6290,3200,5-8th
1566,soar,8384,3200,5-8th
1567,complexity,5005,3200,9-16th
1568,adaptation,5873,3200,9-16th
1569,clg-academy,7878,3200,9-16th
1570,gale-force,8181,3200,9-16th
1571,tempo-storm,8221,3200,9-16th
1572,good-people,8349,3200,9-16th
1573,prospects,6792,3200,9-16th
1574,iceberg,8398,3200,9-16th
1575,signature,6774,3218,1st
1576,beyond,8262,3218,2nd
1577,mith,6353,3218,3-4th
1578,nspr,7839,3218,3-4th
1579,fire-dragoon,7421,3216,1st
1580,virtual-genesis,8205,3216,2nd
1581,jyp,7491,3216,3rd
1582,nacl,8433,3216,4th
1583,hellraisers,5310,3199,1st
1584,dignitas,5422,3199,2nd
1585,ldlc,4674,3199,3-4th
1586,japaleno,7144,3199,3-4th
1587,spirit,7020,3199,5-8th
1588,binary-dragons,6669,3199,5-8th
1589,benchwarmers,8422,3199,5-8th
1590,extatus,6745,3199,5-8th
